HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards
Nantes,Lorient,1,0,H,0,0,D,10,11,4,3,10,12,8,8,0,0,0,0
St Etienne,Lille,2,0,H,0,0,D,11,12,5,3,16,15,2,7,1,1,0,1
Bastia,Bordeaux,1,0,H,1,0,H,11,14,5,4,14,11,4,5,2,1,0,0
Lorient,Guingamp,2,0,H,2,0,H,10,15,3,3,15,13,2,5,3,0,0,0
Nice,Ajaccio,2,0,H,1,0,H,12,14,7,3,20,16,5,2,3,3,0,0
Rennes,Evian Thonon Gaillard,0,0,D,0,0,D,13,11,5,1,7,14,9,4,1,2,0,0
Sochaux,Montpellier,0,2,A,0,1,A,6,12,0,4,13,7,1,4,1,0,1,0
Paris SG,Nantes,5,0,H,2,0,H,16,5,10,0,4,8,4,3,1,0,0,0
Reims,Lyon,0,2,A,0,1,A,11,14,3,7,11,15,3,5,2,1,0,0
Toulouse,Monaco,0,2,A,0,1,A,12,14,4,6,12,25,6,6,1,2,0,0
Lille,Rennes,1,1,D,1,1,D,21,9,10,3,7,18,11,0,1,0,0,0
Ajaccio,Sochaux,1,1,D,1,0,H,6,10,4,3,21,19,2,5,0,1,0,0
Guingamp,Paris SG,1,1,D,0,0,D,10,14,3,5,13,13,6,7,1,1,0,0
Montpellier,Nice,3,1,H,1,0,H,23,4,10,1,11,10,6,2,1,1,0,0
Nantes,Reims,0,0,D,0,0,D,14,11,4,1,14,11,4,2,2,2,0,0
Valenciennes,Lorient,1,1,D,0,1,A,13,15,4,4,8,13,4,11,1,1,0,0
Bordeaux,St Etienne,2,0,H,1,0,H,6,5,3,2,13,18,7,6,0,4,0,0
Lyon,Evian Thonon Gaillard,3,0,H,2,0,H,12,9,5,2,14,8,3,2,0,0,0,1
Monaco,Marseille,2,0,H,1,0,H,16,12,7,8,15,12,3,5,1,2,0,0
Marseille,Valenciennes,2,1,H,1,1,D,12,8,3,3,13,15,3,9,0,2,0,0
Paris SG,Bordeaux,2,0,H,0,0,D,21,4,4,3,11,11,8,2,0,0,0,0
Bastia,Guingamp,3,2,H,0,0,D,14,9,7,5,12,19,7,6,2,2,0,0
Evian Thonon Gaillard,Ajaccio,1,1,D,0,0,D,15,7,3,2,23,20,6,2,1,1,0,0
Lorient,Monaco,2,2,D,1,1,D,15,14,5,6,13,12,2,4,2,1,0,0
Reims,Montpellier,2,4,A,0,1,A,11,18,3,8,11,12,6,5,3,2,0,0
Sochaux,Nantes,1,0,H,1,0,H,7,14,3,4,8,16,2,10,0,1,0,0
St Etienne,Valenciennes,3,0,H,1,0,H,17,7,6,2,18,15,5,4,1,3,0,0
Marseille,Toulouse,2,2,D,2,1,H,15,7,3,3,12,16,2,7,1,3,0,0
Nice,Lille,1,0,H,1,0,H,6,13,4,3,13,14,4,3,1,1,0,0
Rennes,Lyon,2,0,H,1,0,H,8,22,3,2,6,15,6,6,0,1,0,1
Toulouse,St Etienne,0,0,D,0,0,D,6,9,2,3,14,19,4,3,4,2,0,0
Ajaccio,Rennes,3,1,H,2,1,H,12,7,7,5,16,15,5,6,1,1,0,0
Guingamp,Reims,1,2,A,0,0,D,20,10,5,4,10,16,3,3,1,2,0,0
Lille,Sochaux,2,0,H,1,0,H,21,5,12,1,14,22,8,3,0,2,0,0
Marseille,Bastia,3,0,H,2,0,H,14,5,5,1,16,16,3,1,1,2,0,0
Montpellier,Evian Thonon Gaillard,1,1,D,1,1,D,12,11,4,4,7,15,6,3,0,2,1,0
Valenciennes,Nice,2,1,H,1,0,H,16,7,9,3,8,14,10,4,2,3,0,0
Monaco,Paris SG,1,1,D,0,1,A,16,12,3,6,16,14,9,8,2,1,0,0
Nantes,Lyon,1,2,A,0,1,A,8,12,3,6,14,12,6,4,3,1,1,0
Toulouse,Bastia,1,3,A,1,2,A,9,9,2,4,15,13,3,3,2,2,1,0
Paris SG,Valenciennes,3,0,H,1,0,H,19,10,7,2,16,10,3,6,1,0,0,0
Bastia,Monaco,0,2,A,0,1,A,9,12,2,4,20,21,6,3,3,1,0,0
Lorient,Toulouse,1,3,A,1,0,H,8,14,4,6,10,14,9,3,2,2,1,0
Nice,Nantes,0,0,D,0,0,D,10,11,2,0,15,18,4,3,1,4,0,0
Reims,Bordeaux,1,0,H,0,0,D,9,18,6,6,14,10,4,9,0,1,0,0
Rennes,Montpellier,2,2,D,1,0,H,12,16,4,5,13,10,4,12,2,1,0,0
Sochaux,Guingamp,1,0,H,0,0,D,21,15,5,1,17,16,12,3,3,2,0,0
Evian Thonon Gaillard,Lille,2,2,D,1,1,D,7,10,4,5,18,9,1,3,3,1,0,0
Lyon,Ajaccio,3,1,H,1,0,H,16,10,9,2,13,15,7,1,1,2,0,0
St Etienne,Marseille,1,1,D,0,0,D,16,9,4,2,13,14,6,4,1,3,0,0
Monaco,Reims,3,2,H,1,0,H,18,6,7,3,9,15,6,2,3,1,0,1
Bastia,St Etienne,0,2,A,0,1,A,8,10,3,5,10,17,3,5,2,1,0,0
Bordeaux,Evian Thonon Gaillard,2,1,H,0,0,D,14,6,5,5,9,7,5,5,1,2,0,0
Guingamp,Nice,1,0,H,0,0,D,20,1,6,0,14,17,7,4,3,5,0,1
Marseille,Lorient,1,0,H,0,0,D,12,10,5,3,10,11,2,6,2,1,0,0
Montpellier,Ajaccio,2,0,H,0,0,D,17,6,7,1,13,13,3,1,1,1,0,0
Valenciennes,Sochaux,2,2,D,0,0,D,11,9,5,4,18,17,6,2,2,3,0,0
Lille,Lyon,0,0,D,0,0,D,16,9,4,5,13,15,6,7,3,1,0,0
Nantes,Rennes,0,3,A,0,1,A,5,15,0,6,13,13,5,4,1,1,0,0
Toulouse,Paris SG,2,4,A,1,1,D,9,13,7,8,15,15,2,6,3,1,0,0
Bordeaux,Lorient,3,2,H,2,1,H,12,9,7,4,9,12,8,4,0,0,0,0
Evian Thonon Gaillard,Nantes,2,0,H,0,0,D,6,7,3,2,10,12,5,2,0,0,0,0
Lorient,Bastia,1,1,D,1,0,H,17,13,3,4,3,7,5,4,0,0,0,0
Nice,Toulouse,0,2,A,0,0,D,6,13,1,6,12,20,1,3,1,2,1,0
Reims,Valenciennes,3,1,H,2,0,H,12,13,6,4,13,7,3,5,1,1,0,0
Rennes,Guingamp,0,2,A,0,1,A,11,14,3,7,11,18,11,5,3,1,0,0
Sochaux,Bordeaux,2,0,H,0,0,D,9,17,5,3,13,8,3,6,1,2,0,0
St Etienne,Monaco,2,0,H,1,0,H,12,10,4,4,11,17,3,3,2,1,0,0
Ajaccio,Lille,2,3,A,2,2,D,11,11,3,6,14,17,3,2,3,2,0,1
Lyon,Montpellier,0,0,D,0,0,D,20,6,6,2,16,16,8,3,1,3,0,0
Paris SG,Marseille,2,0,H,0,0,D,11,12,4,3,13,14,4,5,3,3,0,0
Marseille,Nice,0,1,A,0,0,D,16,5,7,1,19,11,3,4,2,1,0,0
Bastia,Paris SG,0,3,A,0,2,A,12,12,3,8,23,10,5,4,2,3,0,0
Guingamp,Evian Thonon Gaillard,0,1,A,0,0,D,15,3,5,2,17,13,8,1,3,4,0,0
Monaco,Sochaux,2,1,H,1,0,H,15,11,4,7,15,14,3,6,1,2,0,1
Nantes,Ajaccio,2,2,D,1,1,D,20,10,6,3,20,22,3,2,0,2,0,0
Toulouse,Reims,3,2,H,0,2,A,17,14,8,2,10,14,5,1,2,1,0,0
Valenciennes,Rennes,2,1,H,0,0,D,13,13,3,5,13,17,1,1,2,3,0,1
Bordeaux,Lyon,1,2,A,1,0,H,8,12,3,4,13,13,5,5,1,1,0,0
Lille,Montpellier,2,0,H,1,0,H,19,6,7,2,14,14,10,3,2,1,0,0
Lorient,St Etienne,1,0,H,0,0,D,15,9,8,1,5,18,10,5,2,3,0,0
Reims,Marseille,1,1,D,0,0,D,11,14,4,4,16,14,5,5,1,1,0,0
Ajaccio,Guingamp,1,2,A,1,1,D,16,14,3,3,10,14,4,7,2,2,0,0
Evian Thonon Gaillard,Valenciennes,0,1,A,0,0,D,8,11,2,3,16,11,2,4,1,0,0,0
Lille,Nantes,0,0,D,0,0,D,9,11,2,2,10,19,8,4,0,3,0,0
Nice,Bastia,2,0,H,1,0,H,11,7,4,0,12,10,6,6,1,2,0,1
Rennes,Toulouse,2,3,A,0,2,A,17,12,6,5,12,12,8,6,1,1,0,0
Sochaux,Lorient,2,0,H,1,0,H,17,15,7,3,19,11,4,1,2,1,0,0
Lyon,Monaco,2,3,A,1,2,A,16,11,3,4,10,20,7,4,1,4,0,0
Montpellier,Bordeaux,1,1,D,1,1,D,12,10,3,4,11,22,2,3,2,3,0,0
Paris SG,St Etienne,2,0,H,2,0,H,15,14,4,6,14,18,4,6,1,3,0,0
Lorient,Paris SG,0,1,A,0,1,A,6,11,1,6,12,8,5,4,0,1,0,0
Bastia,Reims,2,0,H,2,0,H,7,13,3,0,10,12,3,6,1,2,1,0
Bordeaux,Nice,1,1,D,0,0,D,16,8,7,3,14,11,5,2,2,0,1,0
Marseille,Rennes,0,1,A,0,0,D,17,9,4,4,15,14,6,5,1,0,0,0
Nantes,Montpellier,2,1,H,2,1,H,11,10,7,2,20,13,4,9,3,2,0,2
Toulouse,Evian Thonon Gaillard,1,1,D,0,0,D,13,10,4,2,7,14,2,3,1,0,0,0
Valenciennes,Ajaccio,2,3,A,0,0,D,13,6,3,3,13,21,9,4,0,3,0,0
Guingamp,Lyon,0,1,A,0,0,D,12,10,4,4,9,16,10,11,2,2,0,0
Monaco,Lille,1,1,D,1,1,D,6,8,2,4,16,18,4,4,1,2,0,0
St Etienne,Sochaux,3,1,H,0,0,D,22,11,11,2,12,15,8,3,1,0,0,1
Nice,Paris SG,0,1,A,0,0,D,9,16,4,5,13,15,3,4,1,2,0,0
Ajaccio,Toulouse,2,2,D,2,1,H,14,18,4,11,10,17,2,3,2,3,0,0
Evian Thonon Gaillard,Monaco,1,0,H,0,0,D,14,11,5,1,12,13,1,6,1,4,0,0
Montpellier,Valenciennes,0,0,D,0,0,D,18,3,5,0,8,13,9,0,1,3,0,0
Nantes,Bordeaux,0,0,D,0,0,D,9,10,3,0,18,10,4,8,1,1,0,0
Reims,Lorient,1,1,D,0,1,A,13,9,3,4,11,6,0,4,2,0,0,0
Sochaux,Marseille,1,1,D,1,0,H,7,15,2,7,19,15,5,6,2,3,0,0
Lille,Guingamp,1,0,H,0,0,D,17,11,6,4,15,21,7,2,1,4,0,0
Lyon,St Etienne,1,2,A,1,1,D,12,6,2,6,6,17,10,2,1,3,0,0
Rennes,Bastia,3,0,H,2,0,H,16,13,7,2,7,15,4,4,0,1,0,0
Marseille,Ajaccio,3,1,H,1,0,H,15,5,6,2,15,24,7,5,1,0,0,0
Bastia,Sochaux,2,2,D,0,2,A,14,15,3,7,15,18,5,6,1,3,0,0
Bordeaux,Rennes,2,2,D,1,0,H,14,5,5,2,12,12,9,1,1,2,0,0
Guingamp,Montpellier,1,2,A,0,2,A,24,11,9,5,11,14,10,3,2,1,0,0
Lorient,Evian Thonon Gaillard,1,1,D,1,0,H,12,17,4,6,13,10,4,8,1,2,0,0
Paris SG,Reims,3,0,H,1,0,H,13,13,3,1,6,11,2,4,0,2,0,0
Toulouse,Lille,1,2,A,0,2,A,10,13,6,5,13,18,7,5,2,1,0,2
Monaco,Nantes,3,1,H,1,0,H,12,12,5,4,11,15,7,8,2,3,0,0
St Etienne,Nice,1,1,D,0,0,D,16,5,6,3,16,14,3,3,4,3,0,1
Valenciennes,Lyon,1,2,A,0,1,A,8,9,3,2,16,14,3,3,4,3,1,1
Montpellier,Marseille,2,3,A,0,1,A,10,20,5,8,15,10,5,6,1,1,0,0
Ajaccio,Bordeaux,1,1,D,0,0,D,15,14,6,5,12,7,6,5,1,1,0,0
Evian Thonon Gaillard,Bastia,2,1,H,1,1,D,17,11,7,3,14,10,3,5,3,0,0,0
Lille,Valenciennes,1,0,H,0,0,D,13,9,5,3,18,18,6,8,0,3,0,0
Nice,Lorient,1,2,A,1,1,D,9,10,3,5,13,9,6,3,2,3,0,0
Rennes,Monaco,0,1,A,0,0,D,7,12,1,5,10,11,5,5,1,0,0,0
Sochaux,Toulouse,2,0,H,1,0,H,18,5,4,3,18,11,4,2,2,2,0,0
Lyon,Paris SG,1,0,H,1,0,H,8,11,4,6,14,9,3,5,0,2,0,0
Nantes,Guingamp,1,0,H,1,0,H,14,6,5,3,14,6,1,3,2,0,0,0
Reims,St Etienne,2,2,D,1,0,H,5,24,2,8,20,12,0,4,1,1,0,0
St Etienne,Rennes,0,0,D,0,0,D,16,4,2,0,9,12,11,1,0,3,0,0
Bastia,Ajaccio,2,1,H,1,1,D,13,9,6,2,21,26,7,0,1,2,0,0
Bordeaux,Guingamp,5,1,H,3,1,H,10,8,9,3,16,20,5,5,0,3,0,0
Lorient,Montpellier,4,4,D,1,1,D,12,12,6,5,12,11,6,1,2,2,0,1
Marseille,Lille,0,0,D,0,0,D,9,5,2,2,20,17,10,1,1,0,0,0
Monaco,Nice,1,0,H,1,0,H,12,11,4,4,12,15,2,10,1,2,0,0
Reims,Sochaux,0,1,A,0,1,A,18,7,5,3,13,15,7,6,1,1,0,0
Valenciennes,Nantes,2,6,A,0,3,A,19,9,10,7,12,14,11,3,1,0,0,0
Paris SG,Evian Thonon Gaillard,1,0,H,0,0,D,19,5,3,3,13,12,5,1,3,1,0,1
Toulouse,Lyon,0,0,D,0,0,D,12,8,2,3,11,11,5,4,1,0,0,0
Nantes,Marseille,1,1,D,0,1,A,12,16,2,5,12,11,3,10,1,1,0,0
Ajaccio,Monaco,1,4,A,0,0,D,11,14,4,6,18,11,4,6,3,1,0,0
Evian Thonon Gaillard,St Etienne,1,2,A,0,2,A,9,17,2,6,11,5,3,4,3,0,2,0
Guingamp,Valenciennes,1,0,H,0,0,D,14,11,5,3,13,12,6,3,1,0,0,0
Montpellier,Toulouse,2,1,H,0,1,A,15,13,5,4,13,16,8,3,1,2,0,0
Nice,Reims,1,0,H,0,0,D,15,11,5,3,9,17,4,4,1,1,0,0
Rennes,Lorient,1,1,D,0,1,A,11,15,3,3,14,12,4,5,2,1,0,0
Lille,Bordeaux,2,1,H,1,0,H,16,8,9,2,13,20,8,4,2,1,0,0
Lyon,Bastia,4,1,H,2,0,H,17,8,7,2,12,8,5,7,2,1,0,0
Sochaux,Paris SG,1,1,D,0,1,A,14,15,2,7,9,6,4,5,1,1,0,0
Bastia,Lille,1,1,D,0,1,A,11,11,2,4,11,11,6,1,1,1,0,0
Lorient,Ajaccio,1,0,H,1,0,H,10,7,1,2,11,16,6,1,0,2,1,0
Marseille,Lyon,4,2,H,2,1,H,19,11,9,2,14,15,4,6,1,2,0,0
Reims,Evian Thonon Gaillard,1,0,H,1,0,H,15,11,4,4,19,18,4,3,4,1,0,0
Sochaux,Nice,2,0,H,1,0,H,17,11,7,1,17,15,4,2,3,2,0,1
St Etienne,Montpellier,2,0,H,0,0,D,7,7,3,0,22,9,7,1,1,3,0,0
Toulouse,Nantes,1,1,D,0,1,A,21,5,7,3,7,17,10,1,2,2,0,1
Valenciennes,Bordeaux,0,1,A,0,0,D,12,13,5,5,19,16,3,2,2,1,0,0
Monaco,Guingamp,1,1,D,0,0,D,16,4,3,2,15,18,9,1,2,3,0,1
Paris SG,Rennes,1,2,A,1,2,A,25,6,7,4,4,7,13,0,2,0,0,0
Ajaccio,Reims,2,1,H,2,1,H,11,13,5,8,10,9,4,5,0,0,0,0
Bordeaux,Marseille,1,1,D,0,1,A,12,5,3,2,19,13,3,0,2,1,0,0
Evian Thonon Gaillard,Nice,2,0,H,1,0,H,9,4,3,1,12,11,5,4,0,0,0,0
Guingamp,Toulouse,2,0,H,2,0,H,7,16,3,9,16,17,0,9,0,1,0,0
Lille,Paris SG,1,3,A,0,1,A,20,9,6,5,11,15,11,2,1,4,1,0
Lyon,Lorient,0,1,A,0,0,D,16,11,5,3,12,10,8,3,2,1,2,1
Montpellier,Bastia,0,2,A,0,1,A,12,15,3,7,8,14,2,4,1,1,0,0
Nantes,St Etienne,1,3,A,0,3,A,19,5,8,3,11,13,11,1,3,2,0,0
Rennes,Sochaux,1,2,A,0,1,A,10,14,4,7,14,8,4,7,2,3,0,0
Valenciennes,Monaco,1,2,A,0,1,A,9,9,2,6,14,11,10,3,1,2,0,0
Bastia,Nantes,0,0,D,0,0,D,6,9,4,3,10,12,11,3,0,0,0,0
Lorient,Lille,1,4,A,1,1,D,11,14,4,6,13,5,3,2,2,1,0,0
Marseille,Guingamp,1,0,H,0,0,D,21,9,4,0,8,9,13,5,0,1,0,0
Monaco,Bordeaux,1,1,D,0,1,A,15,12,3,5,11,5,8,10,1,0,0,0
Nice,Lyon,0,1,A,0,1,A,12,12,2,7,11,22,5,2,2,3,0,0
Paris SG,Montpellier,4,0,H,2,0,H,18,15,12,1,12,6,2,8,0,1,0,0
Reims,Rennes,1,3,A,0,1,A,16,14,4,3,9,6,7,6,0,1,0,0
Sochaux,Evian Thonon Gaillard,0,3,A,0,2,A,20,9,5,6,7,21,7,2,2,1,0,0
St Etienne,Ajaccio,3,1,H,2,0,H,14,8,8,3,12,19,2,3,0,0,0,0
Toulouse,Valenciennes,3,1,H,2,0,H,9,15,4,5,11,11,6,4,1,2,0,0
Reims,Paris SG,2,2,D,2,1,H,9,16,3,6,15,16,1,5,0,2,0,0
Bastia,Marseille,3,3,D,1,2,A,13,9,4,4,25,21,1,4,3,1,0,0
Evian Thonon Gaillard,Caen,0,3,A,0,3,A,10,12,2,7,12,9,5,6,1,1,0,0
Guingamp,St Etienne,0,2,A,0,1,A,6,7,3,2,9,19,4,5,3,4,0,0
Lille,Metz,0,0,D,0,0,D,14,2,3,1,9,23,8,3,0,1,0,0
Montpellier,Bordeaux,0,1,A,0,1,A,15,7,3,3,15,21,5,1,2,2,0,0
Nantes,Lens,1,0,H,0,0,D,14,5,4,2,8,7,3,2,0,1,0,0
Nice,Toulouse,3,2,H,1,2,A,22,11,8,3,10,9,12,7,0,1,0,0
Lyon,Rennes,2,0,H,0,0,D,19,7,6,1,19,13,5,1,2,1,0,0
Monaco,Lorient,1,2,A,0,1,A,12,9,7,3,11,19,10,4,3,2,1,0
Caen,Lille,0,1,A,0,0,D,11,8,3,1,10,4,3,9,2,2,1,0
Lens,Guingamp,0,1,A,0,0,D,14,10,4,4,14,5,7,2,4,1,0,0
Lorient,Nice,0,0,D,0,0,D,13,9,6,2,14,10,8,2,1,1,0,0
Metz,Nantes,1,1,D,1,1,D,12,6,5,2,12,17,4,7,2,1,0,0
Paris SG,Bastia,2,0,H,1,0,H,15,5,5,1,9,15,4,4,1,3,0,0
Rennes,Evian Thonon Gaillard,6,2,H,3,1,H,9,9,7,3,4,12,6,1,0,1,0,0
Toulouse,Lyon,2,1,H,2,0,H,10,18,6,3,11,12,6,4,3,1,0,0
Bordeaux,Monaco,4,1,H,0,1,A,9,9,5,3,12,21,3,4,1,3,0,0
Marseille,Montpellier,0,2,A,0,1,A,22,10,5,3,18,17,6,1,1,0,0,0
St Etienne,Reims,3,1,H,0,1,A,19,7,9,2,8,11,6,3,2,2,0,0
Evian Thonon Gaillard,Paris SG,0,0,D,0,0,D,9,7,2,3,18,7,5,0,3,2,0,1
Bastia,Toulouse,1,0,H,1,0,H,8,14,3,3,13,19,3,0,3,1,0,0
Guingamp,Marseille,0,1,A,0,0,D,4,16,2,3,16,14,4,6,1,3,0,0
Lille,Lorient,2,0,H,0,0,D,13,7,6,1,12,8,2,3,0,1,0,0
Montpellier,Metz,2,0,H,1,0,H,12,12,5,3,13,19,5,5,0,2,0,0
Nice,Bordeaux,1,3,A,1,1,D,11,12,2,7,12,21,7,1,2,4,0,1
Reims,Caen,0,2,A,0,0,D,12,16,4,6,4,12,5,3,1,0,0,0
Lyon,Lens,0,1,A,0,1,A,16,7,4,2,19,17,5,1,1,3,0,0
Nantes,Monaco,0,1,A,0,1,A,15,6,5,2,12,10,5,9,0,2,0,0
St Etienne,Rennes,0,0,D,0,0,D,11,5,2,0,14,21,8,3,2,3,0,0
Marseille,Nice,4,0,H,2,0,H,20,8,8,3,12,16,11,4,1,2,0,0
Caen,Rennes,0,1,A,0,0,D,13,10,4,1,8,19,6,1,0,2,1,0
Lens,Reims,4,2,H,1,1,D,17,10,6,2,14,14,4,7,2,2,0,1
Lorient,Guingamp,4,0,H,0,0,D,11,8,6,2,7,9,7,8,2,1,0,0
Monaco,Lille,1,1,D,0,1,A,13,4,2,2,11,18,7,2,1,3,0,0
Nantes,Montpellier,1,0,H,0,0,D,14,7,5,0,19,10,7,4,2,0,0,0
Toulouse,Evian Thonon Gaillard,1,0,H,0,0,D,10,7,5,2,12,19,2,7,1,2,0,1
Bordeaux,Bastia,1,1,D,0,1,A,23,8,4,4,17,17,4,0,0,3,0,0
Metz,Lyon,2,1,H,0,0,D,7,17,3,5,19,12,7,4,1,0,0,0
Paris SG,St Etienne,5,0,H,2,0,H,13,8,8,2,7,14,4,7,0,1,0,0
Lyon,Monaco,2,1,H,1,1,D,11,16,3,9,13,10,6,7,1,1,0,0
Bastia,Lens,1,1,D,0,1,A,9,6,4,2,12,9,8,2,1,2,0,0
Montpellier,Lorient,1,0,H,1,0,H,11,11,1,4,11,16,3,3,1,2,0,0
Nice,Metz,1,0,H,0,0,D,9,12,2,1,11,20,8,3,1,2,0,0
Reims,Toulouse,2,0,H,1,0,H,6,14,3,1,14,14,3,5,0,0,0,0
Rennes,Paris SG,1,1,D,0,1,A,5,8,2,5,11,5,1,2,1,1,0,0
St Etienne,Caen,1,0,H,0,0,D,12,5,3,1,8,13,6,2,0,2,0,0
Evian Thonon Gaillard,Marseille,1,3,A,0,2,A,10,6,1,4,13,11,5,3,1,0,0,0
Guingamp,Bordeaux,2,1,H,2,0,H,11,7,6,2,14,10,2,4,0,2,0,0
Lille,Nantes,2,0,H,0,0,D,13,10,5,3,18,21,5,5,2,1,0,0
Bordeaux,Evian Thonon Gaillard,2,1,H,1,0,H,7,8,2,2,12,16,4,7,0,2,0,0
Lorient,Reims,0,1,A,0,0,D,6,7,0,3,9,15,3,1,1,2,0,0
Marseille,Rennes,3,0,H,0,0,D,16,13,7,5,16,22,7,5,1,1,0,0
Metz,Bastia,3,1,H,1,1,D,19,10,9,1,12,12,4,4,1,2,0,0
Nantes,Nice,2,1,H,2,0,H,19,4,4,2,14,11,10,4,0,1,0,0
Toulouse,Caen,3,3,D,1,1,D,23,12,7,5,10,15,4,6,2,3,0,0
Lens,St Etienne,0,1,A,0,0,D,9,15,4,3,15,13,5,7,2,2,0,0
Lille,Montpellier,0,0,D,0,0,D,13,5,2,0,15,10,7,4,0,0,0,0
Monaco,Guingamp,1,0,H,1,0,H,19,3,7,2,15,17,6,2,3,2,0,0
Paris SG,Lyon,1,1,D,1,0,H,12,9,3,5,13,17,4,2,3,1,0,0
Reims,Marseille,0,5,A,0,2,A,10,21,3,11,17,14,3,6,1,1,0,0
Rennes,Toulouse,0,3,A,0,1,A,16,9,4,5,14,10,6,7,3,3,0,0
Bastia,Nantes,0,0,D,0,0,D,4,14,0,2,11,17,4,6,2,2,1,0
Caen,Paris SG,0,2,A,0,1,A,14,16,3,8,7,8,2,3,0,0,0,0
Evian Thonon Gaillard,Lens,2,1,H,2,0,H,14,9,3,4,7,16,4,2,0,0,0,0
Guingamp,Metz,0,1,A,0,1,A,12,9,1,4,10,29,7,8,1,2,0,1
Lyon,Lorient,4,0,H,2,0,H,14,13,9,2,7,12,5,7,0,1,0,0
Montpellier,Monaco,0,1,A,0,0,D,9,13,3,7,9,15,4,4,1,1,0,0
Nice,Lille,1,0,H,1,0,H,9,6,3,3,15,16,11,2,1,1,0,0
St Etienne,Bordeaux,1,1,D,1,1,D,22,3,7,2,18,19,11,1,1,3,0,0
Lille,Bastia,1,0,H,1,0,H,19,8,7,2,10,20,5,1,3,3,0,0
Lorient,Evian Thonon Gaillard,0,2,A,0,1,A,16,5,4,3,12,13,9,3,1,2,1,0
Metz,Reims,3,0,H,0,0,D,17,4,9,1,14,10,4,3,0,1,0,2
Monaco,Nice,0,1,A,0,1,A,8,8,1,2,13,23,5,2,2,4,0,0
Montpellier,Guingamp,2,1,H,0,0,D,9,11,5,6,14,21,5,4,0,3,0,1
Toulouse,Paris SG,1,1,D,1,1,D,11,8,5,2,23,16,4,5,0,3,0,0
Bordeaux,Rennes,2,1,H,0,0,D,14,12,4,6,8,8,3,3,1,1,0,0
Lens,Caen,0,0,D,0,0,D,9,13,2,2,8,8,1,0,1,0,0,0
Marseille,St Etienne,2,1,H,2,0,H,14,11,8,5,8,12,6,1,1,2,0,0
Nantes,Lyon,1,1,D,0,0,D,14,10,4,5,13,9,5,3,2,1,0,0
Reims,Bordeaux,1,0,H,1,0,H,7,12,0,3,16,10,6,4,2,2,0,0
Bastia,Lorient,0,2,A,0,0,D,6,14,3,6,17,15,3,3,1,2,0,0
Caen,Marseille,1,2,A,0,0,D,11,22,4,9,10,11,4,9,0,1,0,0
Evian Thonon Gaillard,Metz,3,0,H,0,0,D,8,8,2,3,22,24,2,3,1,5,0,0
Nice,Montpellier,1,1,D,0,0,D,10,7,2,2,13,16,4,3,1,3,0,0
Rennes,Lens,2,0,H,0,0,D,16,8,7,1,9,7,6,7,1,1,0,0
Guingamp,Nantes,0,1,A,0,1,A,16,12,4,3,9,16,6,5,1,3,0,0
Lyon,Lille,3,0,H,2,0,H,14,12,6,2,21,20,3,1,1,4,0,0
Paris SG,Monaco,1,1,D,0,0,D,7,15,2,5,11,17,2,7,3,2,0,0
St Etienne,Toulouse,0,1,A,0,1,A,21,7,1,1,14,16,10,2,1,1,0,0
Lens,Paris SG,1,3,A,1,2,A,12,15,4,8,16,8,3,0,0,0,2,1
Lille,Guingamp,1,2,A,0,1,A,29,6,10,4,8,17,9,1,3,2,0,1
Lorient,St Etienne,0,1,A,0,0,D,3,15,1,6,13,15,3,7,2,2,0,0
Metz,Rennes,0,0,D,0,0,D,13,14,3,3,8,11,6,7,2,0,0,0
Monaco,Evian Thonon Gaillard,2,0,H,1,0,H,9,11,4,3,15,12,0,4,3,3,0,0
Nantes,Reims,1,1,D,1,0,H,10,12,4,6,12,14,3,2,2,4,0,0
Nice,Bastia,0,1,A,0,0,D,19,3,4,1,15,13,7,1,3,3,0,0
Bordeaux,Caen,1,1,D,1,0,H,12,11,1,4,12,20,5,6,2,3,0,0
Lyon,Montpellier,5,1,H,2,0,H,20,10,11,2,18,11,7,6,6,3,0,0
Marseille,Toulouse,2,0,H,2,0,H,15,7,5,1,17,22,9,3,2,3,0,0
Toulouse,Lens,0,2,A,0,2,A,16,7,4,2,8,10,15,2,1,2,0,0
Bastia,Monaco,1,3,A,1,1,D,9,17,5,8,12,19,4,5,3,2,0,0
Caen,Lorient,2,1,H,1,1,D,14,8,5,2,10,15,3,4,1,3,0,0
Evian Thonon Gaillard,Nantes,0,2,A,0,1,A,9,14,0,7,9,16,2,4,2,2,0,0
Paris SG,Bordeaux,3,0,H,1,0,H,11,8,5,1,16,11,5,4,2,0,1,1
Reims,Montpellier,1,0,H,0,0,D,12,13,1,5,15,12,5,6,3,0,0,0
Guingamp,Nice,2,7,A,1,4,A,14,13,5,10,12,15,5,7,0,1,0,0
Lyon,Marseille,1,0,H,0,0,D,10,11,5,4,25,19,3,3,1,3,0,0
Rennes,Lille,2,0,H,0,0,D,12,7,6,3,12,6,5,4,1,2,0,0
St Etienne,Metz,1,0,H,0,0,D,12,10,5,1,6,16,12,1,1,2,0,0
Monaco,Reims,1,1,D,1,0,H,12,7,5,1,9,15,6,5,1,2,0,0
Guingamp,Bastia,1,0,H,1,0,H,9,7,2,3,13,9,4,5,2,1,0,0
